#index,parent,depth,isLeaf,left,bottom,width,height
0,4294967295,0,0,0,0,0.661565,1
1,0,1,1,0,0,0.0685946,0.117436
2,0,1,1,0,0.117436,0.079374,0.163718
3,0,1,1,0.079374,0.117436,0.0672494,0.163718
4,0,1,1,0.0685946,0,0.0780288,0.117436
5,0,1,1,0,0.281154,0.0524197,0.128134
6,0,1,1,0,0.409288,0.138705,0.104005
7,0,1,1,0.0524197,0.33198,0.0862853,0.0773084
8,0,1,1,0.0524197,0.281154,0.0862853,0.0508256
9,0,1,1,0.138705,0.281154,0.131574,0.142446
10,0,1,1,0.138705,0.4236,0.0952159,0.0896929
11,0,1,1,0.233921,0.4236,0.0872383,0.0896929
12,0,1,1,0.270279,0.281154,0.0508798,0.142446
13,0,1,1,0.146623,0,0.0800786,0.104342
14,0,1,1,0.146623,0.104342,0.0898136,0.176812
15,0,1,1,0.236437,0.104342,0.0847224,0.176812
16,0,1,1,0.226702,0,0.0944573,0.104342
17,0,1,1,0,0.513293,0.0598381,0.22064
18,0,1,1,0,0.733933,0.136832,0.0634256
19,0,1,1,0.0598381,0.590337,0.0769944,0.143596
20,0,1,1,0.0598381,0.513293,0.0769944,0.0770441
21,0,1,1,0,0.797359,0.0978231,0.0950889
22,0,1,1,0,0.892447,0.0839115,0.107553
23,0,1,1,0.0839115,0.892447,0.080907,0.107553
24,0,1,1,0.0978231,0.797359,0.0669954,0.0950889
25,0,1,1,0.164818,0.797359,0.12197,0.130575
26,0,1,1,0.164818,0.927934,0.0634161,0.0720662
27,0,1,1,0.228235,0.927934,0.098327,0.0720662
28,0,1,1,0.286789,0.797359,0.0397729,0.130575
29,0,1,1,0.136832,0.513293,0.0987554,0.16314
30,0,1,1,0.136832,0.676433,0.0671878,0.120926
31,0,1,1,0.20402,0.676433,0.122541,0.120926
32,0,1,1,0.235588,0.513293,0.0909738,0.16314
33,0,1,1,0.326562,0.513293,0.0968721,0.152969
34,0,1,1,0.326562,0.666261,0.218641,0.0715754
35,0,1,1,0.423434,0.513293,0.121769,0.152969
36,0,1,1,0.326562,0.737837,0.0999162,0.161014
37,0,1,1,0.326562,0.89885,0.0604711,0.10115
38,0,1,1,0.387033,0.89885,0.107251,0.10115
39,0,1,1,0.426478,0.737837,0.0678054,0.161014
40,0,1,1,0.494283,0.737837,0.0315625,0.153572
41,0,1,1,0.525846,0.737837,0.036823,0.153572
42,0,1,1,0.494283,0.891409,0.083747,0.108591
43,0,1,1,0.57803,0.891409,0.0835344,0.108591
44,0,1,1,0.562669,0.737837,0.0545581,0.153572
45,0,1,1,0.617227,0.737837,0.0443378,0.153572
46,0,1,1,0.545203,0.513293,0.0454929,0.175549
47,0,1,1,0.545203,0.688842,0.116362,0.048995
48,0,1,1,0.590696,0.513293,0.070869,0.175549
49,0,1,1,0.321159,0,0.0789387,0.147369
50,0,1,1,0.321159,0.147369,0.174323,0.0879183
51,0,1,1,0.400098,0,0.0953842,0.147369
52,0,1,1,0.321159,0.235287,0.057915,0.162207
53,0,1,1,0.321159,0.397494,0.155673,0.115799
54,0,1,1,0.379074,0.235287,0.0977582,0.162207
55,0,1,1,0.476832,0.235287,0.0768936,0.147686
56,0,1,1,0.476832,0.382974,0.0611051,0.130319
57,0,1,1,0.537938,0.382974,0.123627,0.130319
58,0,1,1,0.553726,0.235287,0.107839,0.147686
59,0,1,1,0.495482,0,0.114458,0.146203
60,0,1,1,0.495482,0.146203,0.091462,0.089084
61,0,1,1,0.586944,0.146203,0.0746205,0.089084
62,0,1,1,0.60994,0,0.0516245,0.146203
