#index,parent,depth,isLeaf,left,bottom,width,height
0,4294967295,0,0,0,0,0.661565,1
1,0,1,1,0,0,0.102101,0.100209
2,0,1,1,0,0.100209,0.117991,0.115153
3,0,1,1,0.117991,0.100209,0.106549,0.115153
4,0,1,1,0.102101,0,0.122439,0.100209
5,0,1,1,0,0.215362,0.0580111,0.155433
6,0,1,1,0,0.370795,0.0954469,0.131352
7,0,1,1,0.0954469,0.370795,0.0423163,0.131352
8,0,1,1,0.137763,0.370795,0.0409058,0.131352
9,0,1,1,0.0580111,0.215362,0.120658,0.155433
10,0,1,1,0.178669,0.215362,0.0676169,0.144617
11,0,1,1,0.178669,0.359979,0.0506812,0.142168
12,0,1,1,0.22935,0.359979,0.0554597,0.142168
13,0,1,1,0.28481,0.359979,0.0535773,0.142168
14,0,1,1,0.246286,0.215362,0.0921013,0.144617
15,0,1,1,0.22454,0,0.0589788,0.215362
16,0,1,1,0.283519,0,0.0548684,0.215362
17,0,1,1,0,0.502147,0.0618404,0.21039
18,0,1,1,0,0.712537,0.129943,0.0613109
19,0,1,1,0.0618404,0.591019,0.0681027,0.121518
20,0,1,1,0.0618404,0.502147,0.0681027,0.0888716
21,0,1,1,0,0.773848,0.109289,0.113962
22,0,1,1,0,0.88781,0.0910137,0.11219
23,0,1,1,0.0910137,0.88781,0.0833069,0.11219
24,0,1,1,0.109289,0.773848,0.0650315,0.113962
25,0,1,1,0.174321,0.773848,0.11213,0.142469
26,0,1,1,0.174321,0.916317,0.061501,0.0836831
27,0,1,1,0.235822,0.916317,0.0873315,0.0836831
28,0,1,1,0.286451,0.773848,0.0367024,0.142469
29,0,1,1,0.129943,0.502147,0.097423,0.138408
30,0,1,1,0.129943,0.640555,0.0659478,0.133293
31,0,1,1,0.195891,0.640555,0.127262,0.133293
32,0,1,1,0.227366,0.502147,0.0957869,0.138408
33,0,1,1,0.323153,0.502147,0.0812361,0.173082
34,0,1,1,0.323153,0.675229,0.169371,0.0765743
35,0,1,1,0.404389,0.502147,0.0881346,0.173082
36,0,1,1,0.323153,0.751804,0.0825617,0.146366
37,0,1,1,0.323153,0.898169,0.0689377,0.101831
38,0,1,1,0.392091,0.898169,0.0956232,0.101831
39,0,1,1,0.405715,0.751804,0.0819991,0.146366
40,0,1,1,0.487714,0.751804,0.0551883,0.139137
41,0,1,1,0.542902,0.751804,0.0424639,0.139137
42,0,1,1,0.487714,0.89094,0.0806017,0.10906
43,0,1,1,0.568316,0.89094,0.0932489,0.10906
44,0,1,1,0.585366,0.751804,0.0761983,0.139137
45,0,1,1,0.492524,0.502147,0.0474723,0.14614
46,0,1,1,0.539996,0.502147,0.0490218,0.14614
47,0,1,1,0.492524,0.648287,0.0532976,0.103516
48,0,1,1,0.545821,0.648287,0.115743,0.103516
49,0,1,1,0.589018,0.502147,0.0725467,0.14614
50,0,1,1,0.338387,0,0.0965818,0.1394
51,0,1,1,0.338387,0.1394,0.154767,0.0975002
52,0,1,1,0.434969,0,0.0581854,0.1394
53,0,1,1,0.338387,0.2369,0.0869853,0.181286
54,0,1,1,0.338387,0.418186,0.163296,0.0839612
55,0,1,1,0.425373,0.2369,0.0763109,0.181286
56,0,1,1,0.501683,0.2369,0.0534635,0.161723
57,0,1,1,0.501683,0.398624,0.159881,0.103524
58,0,1,1,0.555147,0.2369,0.106418,0.161723
59,0,1,1,0.493154,0,0.116625,0.14192
60,0,1,1,0.493154,0.14192,0.107288,0.0949802
61,0,1,1,0.600443,0.14192,0.0611219,0.0949802
62,0,1,1,0.60978,0,0.0517851,0.14192
