#index,parent,depth,isLeaf,left,bottom,width,height
0,4294967295,0,0,0,0,0.661565,1
1,0,1,1,0,0,0.067583,0.186766
2,0,1,1,0,0.186766,0.153232,0.0699375
3,0,1,1,0.067583,0,0.0856488,0.186766
4,0,1,1,0,0.256704,0.0957018,0.175368
5,0,1,1,0,0.432071,0.169572,0.0642293
6,0,1,1,0.0957018,0.256704,0.0738698,0.175368
7,0,1,1,0.169572,0.256704,0.0696717,0.101875
8,0,1,1,0.169572,0.358579,0.0538222,0.137722
9,0,1,1,0.223394,0.358579,0.115895,0.137722
10,0,1,1,0.239243,0.256704,0.100046,0.101875
11,0,1,1,0.153232,0,0.0479346,0.147708
12,0,1,1,0.201166,0,0.0582317,0.147708
13,0,1,1,0.153232,0.147708,0.0795556,0.108996
14,0,1,1,0.232787,0.147708,0.106502,0.108996
15,0,1,1,0.259398,0,0.0798911,0.147708
16,0,1,1,0,0.4963,0.0600595,0.169992
17,0,1,1,0,0.666293,0.0747675,0.0869818
18,0,1,1,0.0747675,0.666293,0.0617033,0.0869818
19,0,1,1,0.0600595,0.4963,0.0412395,0.169992
20,0,1,1,0.101299,0.4963,0.0351718,0.169992
21,0,1,1,0,0.753275,0.090151,0.169682
22,0,1,1,0,0.922956,0.150217,0.0770435
23,0,1,1,0.090151,0.753275,0.0600663,0.169682
24,0,1,1,0.150217,0.753275,0.0821573,0.127887
25,0,1,1,0.150217,0.881162,0.100623,0.118838
26,0,1,1,0.25084,0.881162,0.0732606,0.118838
27,0,1,1,0.232375,0.753275,0.0917264,0.127887
28,0,1,1,0.136471,0.4963,0.0429483,0.130257
29,0,1,1,0.136471,0.626558,0.102783,0.126717
30,0,1,1,0.239254,0.626558,0.0848475,0.126717
31,0,1,1,0.179419,0.4963,0.109921,0.130257
32,0,1,1,0.28934,0.4963,0.0347613,0.130257
33,0,1,1,0.324101,0.4963,0.116177,0.146417
34,0,1,1,0.324101,0.642718,0.117624,0.107013
35,0,1,1,0.441725,0.642718,0.0571783,0.107013
36,0,1,1,0.440278,0.4963,0.0586256,0.146417
37,0,1,1,0.324101,0.74973,0.0911093,0.104384
38,0,1,1,0.324101,0.854114,0.0911093,0.0602511
39,0,1,1,0.324101,0.914366,0.173936,0.0856345
40,0,1,1,0.41521,0.74973,0.0524569,0.164635
41,0,1,1,0.467667,0.74973,0.0303698,0.164635
42,0,1,1,0.498037,0.74973,0.066705,0.156726
43,0,1,1,0.498037,0.906456,0.163528,0.0935438
44,0,1,1,0.564742,0.74973,0.0968227,0.156726
45,0,1,1,0.498903,0.4963,0.0353612,0.148318
46,0,1,1,0.498903,0.644618,0.0914762,0.105112
47,0,1,1,0.59038,0.644618,0.0711851,0.105112
48,0,1,1,0.534265,0.4963,0.1273,0.148318
49,0,1,1,0.339289,0,0.0691205,0.0624724
50,0,1,1,0.339289,0.0624724,0.0558541,0.221291
51,0,1,1,0.395143,0.0624724,0.0933008,0.221291
52,0,1,1,0.40841,0,0.0800343,0.0624724
53,0,1,1,0.339289,0.283763,0.087058,0.108238
54,0,1,1,0.339289,0.392001,0.0910153,0.1043
55,0,1,1,0.430305,0.392001,0.0821317,0.1043
56,0,1,1,0.426347,0.283763,0.0860889,0.108238
57,0,1,1,0.512436,0.283763,0.0446645,0.212537
58,0,1,1,0.557101,0.283763,0.104464,0.212537
59,0,1,1,0.488444,0,0.098362,0.19924
60,0,1,1,0.488444,0.19924,0.173121,0.084523
61,0,1,1,0.586806,0.114586,0.0747586,0.0846536
62,0,1,1,0.586806,0,0.0747586,0.114586
