#index,parent,depth,isLeaf,left,bottom,width,height
0,4294967295,0,0,0,0,0.661565,1
1,0,1,1,0,0,0.0614918,0.163223
2,0,1,1,0,0.163223,0.172969,0.06655
3,0,1,1,0.0614918,0,0.111477,0.163223
4,0,1,1,0,0.229773,0.100029,0.132238
5,0,1,1,0,0.362011,0.0943718,0.123688
6,0,1,1,0.0943718,0.362011,0.0827794,0.123688
7,0,1,1,0.100029,0.229773,0.0771218,0.132238
8,0,1,1,0.177151,0.229773,0.0907296,0.113518
9,0,1,1,0.177151,0.34329,0.0765773,0.142408
10,0,1,1,0.253728,0.34329,0.0813989,0.142408
11,0,1,1,0.267881,0.229773,0.0672466,0.113518
12,0,1,1,0.172969,0,0.0711874,0.119432
13,0,1,1,0.172969,0.119432,0.0979173,0.110341
14,0,1,1,0.270886,0.119432,0.0642411,0.110341
15,0,1,1,0.244156,0,0.090971,0.119432
16,0,1,1,0,0.485699,0.0402718,0.164481
17,0,1,1,0.0402718,0.485699,0.0358517,0.164481
18,0,1,1,0,0.650179,0.0638455,0.0822403
19,0,1,1,0.0638455,0.650179,0.059671,0.0822403
20,0,1,1,0.123516,0.650179,0.0790702,0.0822403
21,0,1,1,0.0761235,0.485699,0.126463,0.164481
22,0,1,1,0,0.73242,0.0977313,0.152085
23,0,1,1,0,0.884504,0.0903997,0.115496
24,0,1,1,0.0903997,0.884504,0.0823563,0.115496
25,0,1,1,0.0977313,0.73242,0.0750247,0.152085
26,0,1,1,0.172756,0.73242,0.0946937,0.140969
27,0,1,1,0.172756,0.873388,0.147699,0.126612
28,0,1,1,0.26745,0.73242,0.0530055,0.140969
29,0,1,1,0.202587,0.485699,0.0354736,0.142893
30,0,1,1,0.202587,0.628591,0.117869,0.103828
31,0,1,1,0.23806,0.485699,0.0823949,0.142893
32,0,1,1,0.320455,0.485699,0.0821555,0.0609617
33,0,1,1,0.320455,0.54666,0.112749,0.185562
34,0,1,1,0.433204,0.54666,0.0532184,0.185562
35,0,1,1,0.402611,0.485699,0.0838118,0.0609617
36,0,1,1,0.320455,0.732222,0.0848545,0.085202
37,0,1,1,0.320455,0.817424,0.0855023,0.182576
38,0,1,1,0.405958,0.817424,0.0222328,0.182576
39,0,1,1,0.42819,0.817424,0.0598406,0.182576
40,0,1,1,0.40531,0.732222,0.0827213,0.085202
41,0,1,1,0.488031,0.732222,0.0893716,0.0551356
42,0,1,1,0.488031,0.787358,0.0893716,0.11931
43,0,1,1,0.488031,0.906668,0.173534,0.0933324
44,0,1,1,0.577403,0.732222,0.0841621,0.174445
45,0,1,1,0.486422,0.485699,0.0541274,0.0932749
46,0,1,1,0.486422,0.578973,0.0541274,0.102975
47,0,1,1,0.486422,0.681949,0.175142,0.0502733
48,0,1,1,0.54055,0.485699,0.121015,0.19625
49,0,1,1,0.335127,0,0.0889957,0.0592261
50,0,1,1,0.335127,0.0592261,0.0764281,0.16726
51,0,1,1,0.411555,0.0592261,0.101904,0.16726
52,0,1,1,0.424123,0,0.0893367,0.0592261
53,0,1,1,0.335127,0.226486,0.0468695,0.137449
54,0,1,1,0.381997,0.226486,0.0449595,0.137449
55,0,1,1,0.335127,0.363935,0.0592097,0.121763
56,0,1,1,0.394337,0.363935,0.0927122,0.121763
57,0,1,1,0.426956,0.226486,0.0600929,0.137449
58,0,1,1,0.487049,0.226486,0.0927892,0.259212
59,0,1,1,0.579838,0.226486,0.0817262,0.259212
60,0,1,1,0.51346,0,0.0915679,0.182171
61,0,1,1,0.51346,0.182171,0.148105,0.0443155
62,0,1,1,0.605028,0,0.0565371,0.182171
