#index,parent,depth,isLeaf,left,bottom,width,height
0,4294967295,0,0,0,0,0.661565,1
1,0,1,1,0,0,0.0694602,0.168608
2,0,1,1,0,0.168608,0.181277,0.0649332
3,0,1,1,0.0694602,0,0.111817,0.168608
4,0,1,1,0,0.233541,0.0972818,0.122422
5,0,1,1,0,0.355963,0.0922282,0.13535
6,0,1,1,0.0922282,0.355963,0.0806814,0.13535
7,0,1,1,0.0972818,0.233541,0.0756277,0.122422
8,0,1,1,0.17291,0.233541,0.0805659,0.110007
9,0,1,1,0.17291,0.343548,0.0890314,0.147765
10,0,1,1,0.261941,0.343548,0.0744383,0.147765
11,0,1,1,0.253475,0.233541,0.0829038,0.110007
12,0,1,1,0.181277,0,0.0608439,0.119003
13,0,1,1,0.181277,0.119003,0.0804873,0.114539
14,0,1,1,0.261764,0.119003,0.0746148,0.114539
15,0,1,1,0.242121,0,0.0942582,0.119003
16,0,1,1,0,0.491313,0.056704,0.154206
17,0,1,1,0.056704,0.491313,0.0360494,0.154206
18,0,1,1,0,0.645519,0.0647175,0.0877311
19,0,1,1,0.0647175,0.645519,0.0669724,0.0877311
20,0,1,1,0.13169,0.645519,0.0656195,0.0877311
21,0,1,1,0.0927534,0.491313,0.104556,0.154206
22,0,1,1,0,0.73325,0.0922124,0.146529
23,0,1,1,0,0.87978,0.0882023,0.12022
24,0,1,1,0.0882023,0.87978,0.0847466,0.12022
25,0,1,1,0.0922124,0.73325,0.0807364,0.146529
26,0,1,1,0.172949,0.73325,0.0642584,0.162246
27,0,1,1,0.172949,0.895496,0.153147,0.104504
28,0,1,1,0.237207,0.823164,0.0888888,0.0723318
29,0,1,1,0.237207,0.73325,0.0888888,0.089914
30,0,1,1,0.197309,0.491313,0.0870517,0.127036
31,0,1,1,0.197309,0.618349,0.128787,0.114901
32,0,1,1,0.284361,0.491313,0.041735,0.127036
33,0,1,1,0.326096,0.491313,0.132242,0.147803
34,0,1,1,0.326096,0.639116,0.121643,0.0969285
35,0,1,1,0.447739,0.639116,0.0630667,0.0969285
36,0,1,1,0.458338,0.491313,0.0524683,0.147803
37,0,1,1,0.326096,0.736044,0.0848716,0.15524
38,0,1,1,0.326096,0.891285,0.0451288,0.108715
39,0,1,1,0.371225,0.891285,0.12283,0.108715
40,0,1,1,0.410968,0.736044,0.0456217,0.15524
41,0,1,1,0.456589,0.736044,0.0374658,0.15524
42,0,1,1,0.494055,0.736044,0.126482,0.0930636
43,0,1,1,0.494055,0.829108,0.0830023,0.170892
44,0,1,1,0.577057,0.829108,0.0845072,0.170892
45,0,1,1,0.620538,0.736044,0.0410271,0.0930636
46,0,1,1,0.510806,0.491313,0.037453,0.188043
47,0,1,1,0.510806,0.679356,0.150759,0.0566884
48,0,1,1,0.548259,0.491313,0.113306,0.188043
49,0,1,1,0.336379,0,0.0786895,0.0570692
50,0,1,1,0.336379,0.0570692,0.0686998,0.166443
51,0,1,1,0.405079,0.0570692,0.113985,0.166443
52,0,1,1,0.415069,0,0.103995,0.0570692
53,0,1,1,0.336379,0.223512,0.0406894,0.174544
54,0,1,1,0.336379,0.398057,0.0835815,0.0932566
55,0,1,1,0.419961,0.398057,0.075096,0.0932566
56,0,1,1,0.377069,0.223512,0.0625643,0.174544
57,0,1,1,0.439633,0.223512,0.0554238,0.174544
58,0,1,1,0.495057,0.223512,0.0831801,0.267801
59,0,1,1,0.578237,0.223512,0.0833279,0.267801
60,0,1,1,0.519064,0,0.0819636,0.174506
61,0,1,1,0.519064,0.174506,0.142501,0.0490061
62,0,1,1,0.601027,0,0.0605374,0.174506
