#index,parent,depth,isLeaf,left,bottom,width,height
0,4294967295,0,0,0,0,0.661565,1
1,0,1,1,0,0,0.0719335,0.179639
2,0,1,1,0,0.179639,0.16082,0.0729226
3,0,1,1,0.0719335,0,0.0888866,0.179639
4,0,1,1,0,0.252561,0.0972143,0.113365
5,0,1,1,0,0.365927,0.0703245,0.1481
6,0,1,1,0.0703245,0.365927,0.0875932,0.1481
7,0,1,1,0.0972143,0.252561,0.0607033,0.113365
8,0,1,1,0.157918,0.252561,0.0732371,0.0797202
9,0,1,1,0.157918,0.332281,0.101651,0.181745
10,0,1,1,0.259568,0.332281,0.0560097,0.181745
11,0,1,1,0.231155,0.252561,0.0844232,0.0797202
12,0,1,1,0.16082,0,0.0665532,0.136772
13,0,1,1,0.16082,0.136772,0.0536203,0.115789
14,0,1,1,0.21444,0.136772,0.101137,0.115789
15,0,1,1,0.227373,0,0.0882045,0.136772
16,0,1,1,0,0.514026,0.0844871,0.149362
17,0,1,1,0,0.663388,0.176071,0.0852406
18,0,1,1,0.0844871,0.607538,0.091584,0.0558501
19,0,1,1,0.0844871,0.514026,0.091584,0.0935121
20,0,1,1,0,0.748629,0.0890712,0.10824
21,0,1,1,0,0.856869,0.0995679,0.143131
22,0,1,1,0.0995679,0.856869,0.0749992,0.143131
23,0,1,1,0.0890712,0.748629,0.0854959,0.10824
24,0,1,1,0.174567,0.748629,0.0585441,0.1437
25,0,1,1,0.174567,0.892329,0.101575,0.107671
26,0,1,1,0.276142,0.892329,0.0600071,0.107671
27,0,1,1,0.233111,0.748629,0.0682624,0.1437
28,0,1,1,0.301374,0.748629,0.0347752,0.1437
29,0,1,1,0.176071,0.514026,0.0719377,0.181733
30,0,1,1,0.176071,0.695759,0.160078,0.0528697
31,0,1,1,0.248009,0.514026,0.0881399,0.181733
32,0,1,1,0.336149,0.514026,0.0534342,0.136345
33,0,1,1,0.336149,0.650371,0.139571,0.11127
34,0,1,1,0.389583,0.514026,0.0861365,0.136345
35,0,1,1,0.336149,0.761641,0.0895211,0.115778
36,0,1,1,0.336149,0.877418,0.0797482,0.122582
37,0,1,1,0.415897,0.877418,0.0686301,0.122582
38,0,1,1,0.42567,0.761641,0.0588572,0.115778
39,0,1,1,0.484527,0.761641,0.10929,0.157956
40,0,1,1,0.484527,0.919596,0.106097,0.0804035
41,0,1,1,0.590624,0.919596,0.0709406,0.0804035
42,0,1,1,0.593817,0.761641,0.0677472,0.157956
43,0,1,1,0.47572,0.514026,0.1229,0.101309
44,0,1,1,0.47572,0.615335,0.0899325,0.146305
45,0,1,1,0.565652,0.615335,0.037376,0.146305
46,0,1,1,0.603028,0.615335,0.0585366,0.146305
47,0,1,1,0.59862,0.514026,0.0629449,0.101309
48,0,1,1,0.315578,0,0.0917726,0.189573
49,0,1,1,0.315578,0.189573,0.15328,0.0421518
50,0,1,1,0.40735,0,0.0615072,0.189573
51,0,1,1,0.315578,0.231725,0.0968375,0.185913
52,0,1,1,0.315578,0.417638,0.0574306,0.0963879
53,0,1,1,0.373008,0.417638,0.104388,0.0963879
54,0,1,1,0.412415,0.231725,0.0649806,0.185913
55,0,1,1,0.477396,0.231725,0.0553314,0.16664
56,0,1,1,0.477396,0.398365,0.0904841,0.115661
57,0,1,1,0.56788,0.398365,0.0936845,0.115661
58,0,1,1,0.532727,0.231725,0.128837,0.16664
59,0,1,1,0.468858,0,0.136474,0.131055
60,0,1,1,0.468858,0.131055,0.128193,0.10067
61,0,1,1,0.59705,0.131055,0.0645142,0.10067
62,0,1,1,0.605332,0,0.056233,0.131055
