#index,parent,depth,isLeaf,left,bottom,width,height
0,4294967295,0,0,0,0,0.661565,1
1,0,1,1,0,0,0.0773557,0.183736
2,0,1,1,0,0.183736,0.164023,0.0664941
3,0,1,1,0.0773557,0,0.086667,0.183736
4,0,1,1,0,0.25023,0.117592,0.121707
5,0,1,1,0,0.371937,0.0801092,0.134503
6,0,1,1,0.0801092,0.371937,0.0934404,0.134503
7,0,1,1,0.117592,0.25023,0.0559576,0.121707
8,0,1,1,0.17355,0.25023,0.0707324,0.0890746
9,0,1,1,0.17355,0.339305,0.0970471,0.167135
10,0,1,1,0.270597,0.339305,0.0567912,0.167135
11,0,1,1,0.244282,0.25023,0.0831059,0.0890746
12,0,1,1,0.164023,0,0.0713194,0.127784
13,0,1,1,0.164023,0.127784,0.0619337,0.122447
14,0,1,1,0.225956,0.127784,0.101432,0.122447
15,0,1,1,0.235342,0,0.0920458,0.127784
16,0,1,1,0,0.50644,0.0809404,0.141251
17,0,1,1,0,0.647692,0.167238,0.100627
18,0,1,1,0.0809404,0.589361,0.0862976,0.0583305
19,0,1,1,0.0809404,0.50644,0.0862976,0.0829209
20,0,1,1,0,0.748318,0.0944098,0.106463
21,0,1,1,0,0.854781,0.101385,0.145219
22,0,1,1,0.101385,0.854781,0.0747643,0.145219
23,0,1,1,0.0944098,0.748318,0.0817395,0.106463
24,0,1,1,0.176149,0.748318,0.0745765,0.127717
25,0,1,1,0.176149,0.876036,0.0959436,0.123964
26,0,1,1,0.272093,0.876036,0.0618391,0.123964
27,0,1,1,0.250726,0.748318,0.0832062,0.127717
28,0,1,1,0.167238,0.50644,0.0399371,0.113686
29,0,1,1,0.167238,0.620126,0.0984251,0.128193
30,0,1,1,0.265663,0.620126,0.0682688,0.128193
31,0,1,1,0.207175,0.50644,0.126757,0.113686
32,0,1,1,0.333932,0.50644,0.0744445,0.0771199
33,0,1,1,0.333932,0.58356,0.103061,0.164087
34,0,1,1,0.436993,0.58356,0.0756914,0.164087
35,0,1,1,0.408376,0.50644,0.104308,0.0771199
36,0,1,1,0.333932,0.747647,0.0605044,0.166666
37,0,1,1,0.333932,0.914313,0.0998301,0.0856871
38,0,1,1,0.433762,0.914313,0.0748726,0.0856871
39,0,1,1,0.394436,0.747647,0.114198,0.166666
40,0,1,1,0.508635,0.747647,0.0620927,0.146507
41,0,1,1,0.508635,0.894154,0.0545513,0.105846
42,0,1,1,0.563186,0.894154,0.0983788,0.105846
43,0,1,1,0.570727,0.747647,0.0908373,0.146507
44,0,1,1,0.512684,0.50644,0.0986179,0.146624
45,0,1,1,0.512684,0.653065,0.0532213,0.0945822
46,0,1,1,0.565905,0.653065,0.0956592,0.0945822
47,0,1,1,0.611302,0.50644,0.0502626,0.146624
48,0,1,1,0.327388,0,0.10421,0.15833
49,0,1,1,0.327388,0.15833,0.0719943,0.0735751
50,0,1,1,0.399382,0.15833,0.145777,0.0735751
51,0,1,1,0.431598,0,0.113561,0.15833
52,0,1,1,0.327388,0.231905,0.0388561,0.151988
53,0,1,1,0.366244,0.231905,0.0583383,0.151988
54,0,1,1,0.327388,0.383893,0.0876563,0.122547
55,0,1,1,0.415044,0.383893,0.070474,0.122547
56,0,1,1,0.424582,0.231905,0.0609359,0.151988
57,0,1,1,0.485518,0.231905,0.0639343,0.162871
58,0,1,1,0.485518,0.394776,0.176046,0.111664
59,0,1,1,0.549452,0.231905,0.112112,0.162871
60,0,1,1,0.54516,0,0.0732518,0.181454
61,0,1,1,0.54516,0.181454,0.116405,0.050451
62,0,1,1,0.618411,0,0.0431533,0.181454
